claim_amount,days_to_report,num_prior_claims,policy_age_years,claim_type,is_fraud
3892.49,2,1,17.28,health,0
5960.71,1,0,4.8,auto,0
6055.76,2,0,1.07,health,0
941.86,4,2,11.68,health,0
3466.86,2,1,6.83,auto,0
2654.79,3,0,19.7,health,0
10221.41,4,1,2.54,home,0
4990.47,5,0,1.42,home,0
3801.82,0,2,1.38,health,0
613.07,5,1,4.73,health,0
4652.43,7,0,11.79,home,0
623.31,3,1,10.36,auto,0
2056.46,3,1,7.33,auto,0
770.66,2,1,2.23,health,0
5889.47,5,1,5.06,life,0
1154.95,2,1,4.09,auto,0
2486.75,5,1,15.04,auto,0
11301.21,2,1,15.71,health,0
1142.77,1,3,15.65,auto,0
3544.4,3,0,19.4,auto,0
2717.36,3,0,17.74,auto,0
91.45,2,0,10.21,auto,0
7869.34,5,1,8.59,life,0
357.73,2,2,18.36,life,0
3214.7,8,2,12.42,auto,0
4112.62,4,1,6.24,life,0
4950.04,6,0,11.51,auto,0
5833.89,4,2,19.85,health,0
1460.27,1,1,17.06,auto,0
50.14,6,2,5.98,health,0
6426.7,5,1,19.08,auto,0
3835.65,8,0,19.64,auto,0
9043.03,2,1,5.01,life,0
8612.71,2,1,17.96,auto,0
9267.95,5,0,17.72,life,0
3318.86,4,0,1.28,auto,0
2029.54,4,1,13.56,auto,0
7840.48,5,0,6.45,health,0
3000.96,3,0,13.65,home,0
1013.29,3,2,18.31,home,0
9654.21,6,0,10.23,auto,0
10709.13,2,2,8.58,home,0
3139.7,3,3,18.47,auto,0
393.59,3,3,19.5,home,0
2453.69,2,2,1.71,home,0
8136.42,1,1,18.5,home,0
11602.42,1,2,2.11,life,0
1137.47,2,2,7.08,home,0
346.61,2,5,15.37,auto,0
10492.12,1,1,15.65,auto,0
2466.61,0,0,14.65,home,0
3901.82,2,2,1.26,auto,0
17220.39,8,0,3.09,auto,0
344.42,4,0,18.76,health,0
5225.14,3,3,2.09,health,0
384.97,4,1,2.03,home,0
2353.77,4,1,16.8,home,0
8143.47,1,0,13.0,home,0
2841.15,6,0,7.36,home,0
29359.27,2,1,3.73,health,0
4094.22,1,0,17.74,health,0
1936.86,7,1,19.78,auto,0
1243.02,3,1,1.47,health,0
2157.92,3,2,11.31,health,0
2330.32,5,2,5.6,auto,0
355.94,2,0,16.73,auto,0
2306.8,2,0,7.25,health,0
3120.33,1,1,14.44,home,0
6413.96,3,0,11.02,health,0
5346.18,2,1,11.06,auto,0
6168.14,8,4,17.23,auto,0
41.99,0,1,9.67,auto,0
1227.38,5,1,16.99,home,0
5418.88,1,0,7.59,home,0
3308.14,4,1,3.91,health,0
26.64,2,0,9.38,health,0
8160.84,4,1,10.22,life,0
7409.83,4,3,9.83,auto,0
3975.0,3,2,16.26,auto,0
343.88,2,1,11.51,auto,0
7273.19,1,0,17.82,home,0
4381.91,2,0,10.53,auto,0
7615.38,1,0,4.88,home,0
6966.53,2,0,3.03,auto,0
8122.81,1,1,17.43,auto,0
3649.14,1,2,1.6,home,0
756.0,3,2,2.79,auto,0
5560.88,1,1,1.74,health,0
4844.16,3,2,8.76,health,0
6778.89,2,2,10.89,auto,0
930.93,3,1,0.89,health,0
1084.41,2,1,10.55,home,0
11055.02,4,0,8.18,home,0
6931.03,1,1,15.59,auto,0
11942.27,3,0,16.68,health,0
7108.89,3,1,13.86,auto,0
4546.02,4,1,9.73,auto,0
5308.5,4,1,4.71,auto,0
10996.89,4,1,17.02,home,0
4323.32,3,1,7.16,home,0
5003.68,4,1,7.45,health,0
850.84,5,1,18.36,health,0
3211.52,3,1,19.52,life,0
6300.9,3,0,18.01,health,0
1580.01,2,0,19.97,auto,0
1129.83,3,0,17.44,home,0
1883.13,4,2,14.23,home,0
1382.07,2,1,6.23,home,0
1209.8,7,0,19.08,home,0
2765.63,4,0,17.59,health,0
11921.06,2,1,5.19,auto,0
3536.84,2,1,10.04,health,0
1040.78,1,1,1.87,auto,0
400.48,2,0,19.09,auto,0
5956.21,3,0,11.67,home,0
2412.8,6,0,5.28,home,0
8625.11,5,0,6.2,auto,0
5386.86,3,1,19.62,home,0
7954.1,2,1,12.5,home,0
1586.9,4,2,8.7,auto,0
5894.11,2,1,10.25,health,0
1533.05,3,1,2.42,auto,0
13990.02,4,1,1.96,health,0
5058.15,1,3,12.06,auto,0
1961.6,9,0,10.48,home,0
1570.21,4,1,7.5,health,0
1059.33,3,0,11.54,health,0
5931.34,3,2,1.92,health,0
1234.08,2,1,18.91,auto,0
4523.09,2,0,6.23,auto,0
1536.94,4,2,1.9,home,0
5423.09,2,0,3.81,home,0
8435.37,2,1,2.36,life,0
7525.96,2,0,3.98,auto,0
7153.35,3,0,8.63,home,0
1039.57,2,1,14.89,home,0
462.69,3,0,5.81,health,0
6002.38,3,3,9.0,auto,0
2297.08,3,2,18.61,life,0
2831.22,3,1,6.27,home,0
158.22,4,3,16.0,health,0
1502.66,6,1,3.58,home,0
171.28,2,2,3.98,health,0
10567.51,3,0,9.39,auto,0
1394.58,5,1,5.06,health,0
4074.73,1,1,18.11,home,0
198.8,4,1,1.49,home,0
5495.77,3,2,12.15,auto,0
1950.62,6,0,12.28,health,0
11409.95,3,1,1.79,auto,0
10951.56,1,2,14.79,auto,0
1967.37,4,0,9.64,auto,0
11561.2,3,0,14.6,auto,0
27808.39,2,2,16.63,home,0
8726.74,4,0,6.8,auto,0
9317.5,6,2,9.95,auto,0
1431.81,3,1,5.58,auto,0
4298.4,6,1,4.43,home,0
348.12,5,2,0.51,home,0
498.65,2,1,19.29,auto,0
34028.76,4,1,9.1,home,0
1977.37,1,0,0.75,home,0
6895.28,4,1,0.67,health,0
8216.66,1,2,6.12,auto,0
9760.46,2,0,0.77,health,0
30220.74,5,0,7.8,auto,0
1382.04,1,1,1.73,health,0
205.94,4,2,1.27,home,0
2648.27,1,1,13.55,auto,0
696.77,3,1,18.18,home,0
113.41,2,0,8.48,health,0
2234.77,4,0,16.82,home,0
7656.33,3,2,1.07,home,0
4175.64,5,2,15.66,auto,0
1875.49,6,1,1.72,life,0
5311.53,4,1,16.85,health,0
1319.95,5,1,17.71,auto,0
72.43,7,1,15.83,health,0
7227.11,2,0,16.5,auto,0
4887.42,4,1,11.45,health,0
7183.78,6,3,5.67,home,0
198.58,3,2,13.04,home,0
9073.7,7,2,9.07,auto,0
4831.69,6,2,0.6,life,0
4143.64,3,1,9.8,health,0
4899.0,1,0,13.2,health,0
9991.46,2,1,0.77,auto,0
4420.77,4,1,12.62,auto,0
4348.83,4,2,13.22,home,0
23377.51,5,1,3.58,health,0
7067.92,4,0,8.91,life,0
2919.61,4,2,19.3,auto,0
6144.69,2,1,17.74,home,0
2465.18,6,0,8.51,health,0
1299.53,1,1,7.32,auto,0
4542.26,1,3,2.92,home,0
13168.11,7,0,1.19,auto,0
13235.21,3,1,6.3,home,0
2092.03,3,0,18.84,health,0
3750.47,1,1,19.19,health,0
1188.98,2,3,16.34,home,0
27166.23,1,0,7.34,auto,0
19847.71,1,0,3.3,home,0
5242.1,2,2,12.11,health,0
8158.78,3,2,13.11,home,0
6278.09,2,0,8.78,home,0
4496.65,7,2,13.99,life,0
274.12,4,0,15.06,health,0
3032.69,4,2,15.77,health,0
5616.36,3,0,10.29,life,0
5658.75,4,1,15.94,auto,0
2335.02,4,0,1.0,health,0
14210.08,7,1,13.77,home,0
915.75,4,1,5.09,auto,0
3469.33,4,1,5.78,home,0
5870.19,1,1,2.28,home,0
5972.35,1,3,4.25,auto,0
5229.7,1,0,19.84,life,0
1609.91,5,0,8.6,auto,0
849.24,6,1,18.59,life,0
5052.19,3,2,3.68,auto,0
4572.74,6,3,4.48,auto,0
988.33,7,0,11.38,home,0
6106.26,2,1,7.32,health,0
3036.43,3,1,13.06,auto,0
5509.5,3,0,8.73,life,0
9081.3,2,1,16.33,health,0
930.01,2,1,8.92,health,0
96.65,1,1,11.66,auto,0
7550.28,2,1,6.76,home,0
4704.17,4,0,14.23,life,0
6013.86,1,1,13.27,auto,0
9105.58,5,2,8.24,auto,0
8117.96,3,3,5.88,home,0
16210.74,3,1,12.48,life,0
3838.65,3,3,18.89,home,0
3352.0,4,1,3.09,home,0
2569.88,0,0,16.08,home,0
834.35,4,1,11.09,life,0
4250.26,6,0,10.75,auto,0
1621.82,4,1,19.25,auto,0
12711.04,1,3,12.31,auto,0
4375.63,3,3,16.7,auto,1
4492.75,0,3,10.53,auto,0
2191.94,5,2,5.37,auto,0
266.95,3,0,14.04,home,0
161.29,2,1,18.5,auto,0
2752.47,4,2,16.9,home,0
441.78,4,0,4.37,life,0
4667.78,6,0,6.68,auto,0
10642.02,3,0,10.58,auto,0
10724.27,2,0,11.65,auto,0
5380.03,0,2,4.28,home,0
1186.41,3,3,4.99,health,0
9938.76,3,0,15.3,health,0
10861.88,4,0,14.74,home,0
1094.85,3,0,16.86,health,0
6686.11,4,2,18.69,health,0
1688.0,1,3,6.51,auto,0
8113.64,0,0,17.26,auto,0
29458.82,3,0,13.49,home,0
152.43,2,0,19.18,life,0
11382.92,3,1,5.81,auto,0
4872.65,2,1,5.76,auto,0
18130.95,3,0,14.23,health,0
3127.53,3,2,18.6,auto,0
9399.28,0,2,16.58,home,0
322.13,1,1,14.68,auto,0
2041.94,2,0,8.05,auto,0
346.84,4,1,14.5,home,0
18513.5,3,0,16.12,home,0
8490.63,0,0,15.19,auto,0
9571.24,5,2,13.7,health,0
13900.3,3,2,1.42,auto,0
444.72,2,3,13.36,home,0
2435.53,2,1,9.83,auto,0
368.42,2,0,19.25,health,0
1183.63,1,1,12.34,health,0
1302.71,0,0,12.36,auto,0
3165.98,5,2,19.88,auto,0
1563.72,5,0,2.32,health,0
532.24,0,1,5.89,home,0
916.56,1,0,13.29,home,0
796.59,2,0,6.65,auto,0
18073.83,2,2,7.25,life,0
7120.86,4,0,17.91,life,0
17172.96,2,1,11.8,auto,1
2896.78,5,0,2.51,home,0
1631.2,3,2,6.56,health,0
8004.7,2,1,1.98,home,0
1974.51,4,1,11.34,home,0
1778.97,4,3,3.88,auto,1
1323.12,2,1,17.21,auto,0
694.47,0,0,11.76,health,0
1481.68,5,2,1.66,home,0
2195.0,2,1,6.37,home,0
5604.2,3,4,12.52,auto,0
323.04,0,0,7.04,health,0
1181.82,5,0,10.51,health,0
8278.03,3,1,18.23,home,0
794.52,3,2,7.33,life,0
2097.66,1,0,7.05,auto,0
9999.79,6,0,16.49,health,0
841.65,2,0,6.72,home,0
431.8,4,0,2.02,auto,0
3313.46,3,1,4.03,auto,0
1800.69,1,0,19.0,auto,0
4143.78,3,0,18.7,health,0
8143.23,3,2,4.88,health,0
737.56,1,2,11.29,home,0
4345.83,5,1,3.18,auto,0
3521.13,2,0,13.66,life,0
777.88,8,1,4.11,auto,0
4890.81,5,1,1.47,home,0
1598.55,3,2,16.59,health,0
3345.54,2,0,6.85,auto,0
429.27,0,1,2.62,home,0
3077.08,2,0,16.76,auto,0
1829.76,6,1,15.37,auto,0
8640.58,4,0,13.83,health,0
293.33,3,0,18.27,auto,0
2711.64,4,0,10.04,home,0
3066.43,2,1,3.0,auto,0
6455.03,2,1,1.7,home,0
4269.96,2,2,6.71,auto,0
5501.25,3,2,2.19,health,0
7504.02,3,1,10.94,auto,0
9909.87,5,0,0.78,health,0
1883.48,5,1,9.15,home,0
3861.2,2,3,3.98,home,0
9166.29,0,2,7.68,health,0
22758.68,1,1,13.66,auto,1
11014.57,3,1,7.34,auto,0
2321.84,2,1,7.16,auto,0
1085.6,5,2,19.82,auto,0
3360.77,2,1,14.52,life,0
6767.03,2,1,10.52,auto,0
3391.97,5,0,11.8,health,0
3300.31,7,0,12.59,home,0
9107.91,4,0,0.98,auto,0
2242.41,5,1,2.07,life,0
9823.24,3,2,13.16,life,0
2611.16,5,2,7.61,life,0
1989.22,2,1,1.58,home,0
3025.59,6,1,6.3,auto,0
7186.82,2,2,3.04,auto,0
673.39,1,1,18.37,home,0
1093.39,1,0,4.46,auto,0
15125.27,8,1,3.3,health,0
964.84,5,1,12.71,health,0
4193.49,4,1,10.68,auto,0
4329.35,1,0,11.73,home,0
3363.04,6,2,9.0,life,0
5174.6,1,1,9.61,auto,0
1305.7,5,0,15.69,auto,0
4022.21,2,2,4.79,auto,0
2327.46,6,0,8.23,auto,0
5418.63,3,0,19.18,auto,0
761.23,6,0,4.2,auto,0
4230.06,3,2,6.23,auto,0
1024.49,6,2,4.24,home,0
1633.11,5,2,0.9,auto,0
1234.04,1,2,5.76,auto,0
1009.59,3,0,1.41,health,0
8735.2,3,1,3.52,home,0
1682.31,2,1,7.57,auto,0
13094.96,4,1,0.9,health,0
17520.56,2,1,15.18,auto,1
4234.53,4,1,16.01,auto,0
771.59,4,0,8.52,health,0
2346.41,0,0,19.7,auto,0
7990.82,4,0,13.74,health,0
2289.51,2,0,15.0,health,0
455.19,3,2,4.25,auto,0
4068.5,3,1,16.83,auto,0
9325.55,2,1,18.93,auto,0
7946.37,0,3,5.11,auto,0
962.61,1,0,13.89,health,0
5585.38,5,0,15.07,home,0
1245.54,4,2,6.45,auto,0
1230.83,2,0,9.76,home,0
10360.22,1,2,2.4,auto,0
1436.2,1,0,3.88,auto,0
1527.52,3,1,1.7,auto,0
3.27,3,0,11.42,health,0
10226.9,3,0,12.69,auto,0
7865.4,5,1,18.36,home,0
4935.3,4,0,11.07,auto,0
6936.79,3,2,5.58,home,0
824.66,0,1,1.66,auto,0
3065.43,7,2,17.76,auto,0
2163.3,3,0,9.84,home,0
492.35,4,0,14.88,home,0
3328.93,4,1,0.79,auto,0
12675.09,4,0,10.02,health,0
204.42,1,0,6.85,auto,0
1722.75,4,0,1.09,health,0
1163.07,3,0,15.63,home,0
1360.01,4,2,10.5,health,0
11953.51,2,0,7.0,home,0
3156.21,5,0,16.21,auto,0
3139.6,3,1,9.22,health,0
7147.59,1,3,0.57,health,0
839.09,4,1,18.92,life,0
3339.98,6,1,5.49,auto,0
2810.46,1,1,16.7,home,0
4542.99,3,0,16.42,home,0
38617.65,2,0,3.67,home,0
7336.41,6,0,9.74,life,0
2536.37,1,3,1.28,home,0
8788.33,4,2,7.41,home,0
935.92,2,1,14.75,auto,0
154.69,5,3,5.12,auto,0
1143.6,2,0,2.78,auto,0
2080.7,1,0,10.39,auto,0
3572.68,2,1,10.97,auto,0
4774.24,5,0,13.68,auto,0
12073.49,2,1,15.3,home,0
3565.26,2,1,14.07,home,0
3478.51,3,0,16.99,health,0
257.75,4,2,4.85,home,0
177.68,2,4,11.61,home,0
4005.44,4,5,7.52,auto,0
2882.86,4,0,19.26,health,0
9137.36,3,2,9.09,auto,0
875.81,7,0,19.21,life,0
126.44,0,1,15.5,home,0
2980.45,4,0,14.51,auto,0
1355.62,5,0,10.09,auto,0
254.44,3,1,9.15,auto,0
6447.62,0,2,10.77,auto,0
591.63,5,0,6.23,auto,0
4686.54,4,0,18.14,home,0
1649.82,1,2,15.99,auto,0
952.75,0,1,16.13,home,0
2388.18,3,2,8.95,health,0
8083.47,4,0,1.89,home,0
2488.67,4,0,13.82,auto,0
6946.89,1,0,7.8,auto,0
670.44,2,1,17.47,auto,0
7408.99,1,0,15.72,health,0
1352.05,1,2,3.33,home,0
5656.6,0,3,12.23,home,0
4171.04,4,0,14.0,auto,0
13235.58,3,1,11.58,auto,0
2449.58,1,0,10.52,health,0
342.28,5,1,4.94,home,0
96.71,5,1,5.1,life,0
8768.23,3,1,15.48,life,0
3719.42,7,1,0.86,health,0
7463.7,1,1,15.69,auto,0
1335.64,3,1,10.77,auto,0
2116.24,5,3,18.76,auto,0
152.83,2,1,19.95,life,0
16284.49,2,0,13.44,auto,1
5511.11,2,0,8.54,health,0
13530.64,5,1,9.76,life,0
1542.8,2,0,4.48,health,0
4726.84,1,0,2.44,home,0
5673.79,3,3,11.79,auto,0
1910.33,3,3,16.21,auto,0
9422.97,1,1,5.6,home,0
14702.57,5,1,8.68,life,0
10807.82,2,2,11.32,life,0
6717.46,4,1,18.2,auto,0
1624.94,5,0,3.2,auto,0
1653.76,4,0,5.12,home,0
16533.12,5,4,18.41,home,1
51.69,4,1,1.27,auto,0
6294.79,4,2,13.29,auto,0
6125.07,2,0,12.97,life,0
4873.43,6,0,7.97,life,0
23080.57,0,0,9.63,home,0
1868.96,1,3,17.17,home,0
2077.36,0,0,3.72,auto,0
411.15,2,0,5.02,health,0
2924.14,1,1,10.49,auto,0
1512.62,2,1,8.49,auto,0
2103.3,8,0,11.7,auto,0
8996.09,5,0,18.46,auto,0
13704.25,2,0,18.38,health,0
1027.34,1,3,4.99,life,0
2330.13,2,0,6.39,home,0
13199.43,5,0,3.66,health,0
319.01,5,0,18.59,auto,0
484.54,2,3,8.26,home,0
888.41,4,1,9.27,health,0
4521.97,1,0,16.15,home,0
815.37,1,1,10.5,auto,0
17222.05,1,2,2.84,health,0
2959.41,5,0,9.04,auto,0
3480.94,2,0,12.8,auto,0
1416.18,4,0,14.52,home,0
3183.46,4,0,13.08,auto,0
5422.27,5,1,2.82,home,0
6955.07,4,2,6.43,home,0
7009.44,3,1,14.8,auto,0
4312.46,3,1,17.66,life,0
11735.81,3,1,1.42,health,0
8502.5,5,1,1.32,auto,0
7074.46,4,2,13.05,health,0
286.06,3,0,11.19,auto,0
34.51,2,0,3.53,health,0
1194.12,4,2,11.19,health,0
5446.14,5,0,19.5,auto,0
2648.32,1,0,12.8,home,0
2574.22,5,1,9.26,health,0
10796.19,5,0,16.64,auto,0
11295.85,2,1,4.65,auto,0
11994.12,2,0,8.58,auto,0
1883.5,2,0,10.79,auto,0
5872.97,2,1,10.34,auto,0
1584.75,4,1,18.46,auto,0
1057.37,3,0,6.21,auto,0
1020.58,1,2,1.6,auto,0
2093.57,5,1,18.37,home,0
2810.22,2,1,4.73,life,0
8887.78,3,2,7.89,life,0
638.55,0,2,10.85,auto,0
6638.73,1,1,19.53,health,0
3790.61,3,2,10.94,life,0
1698.0,2,2,9.23,life,0
3394.44,2,0,11.88,health,0
1782.96,3,1,19.43,health,0
4532.72,2,0,16.45,auto,0
2844.43,3,2,3.79,auto,0
898.06,5,1,16.16,home,0
619.79,3,0,16.9,auto,0
3955.96,5,3,13.97,life,0
11635.06,4,0,13.32,auto,0
2107.65,4,0,9.1,life,0
6602.54,4,1,13.01,health,0
5374.4,2,2,14.88,home,0
13408.62,2,1,2.89,auto,0
8601.32,5,1,5.52,auto,0
4180.53,5,0,4.28,home,0
5350.57,1,0,16.9,health,0
11432.89,3,2,13.76,life,0
2550.12,8,0,9.29,auto,0
1978.52,3,1,16.61,auto,0
54.35,6,4,14.48,auto,1
8759.36,1,0,18.32,auto,0
8071.77,3,0,2.0,health,0
551.61,2,0,10.43,auto,0
4300.23,1,1,14.28,home,0
3117.93,2,2,4.55,home,0
631.84,3,0,6.88,auto,0
19704.23,4,0,8.67,home,0
1208.42,2,0,15.99,home,0
348.01,2,1,10.12,auto,0
4517.46,3,2,10.11,home,0
6713.62,5,0,8.9,auto,0
164.91,3,1,4.96,home,0
5375.23,3,0,18.5,life,0
3799.55,2,3,6.7,health,0
544.97,1,1,11.57,home,0
946.88,3,1,3.4,health,0
4196.35,4,0,8.97,health,0
1757.43,2,3,18.12,auto,0
13928.63,1,2,19.91,health,0
8539.12,5,0,7.55,home,0
20542.38,2,0,3.5,health,0
1503.3,2,2,6.63,auto,0
17486.94,5,1,6.88,life,0
2821.43,1,1,13.07,home,0
2134.86,3,1,10.18,auto,0
258.31,6,0,15.48,home,0
271.04,4,3,14.18,auto,0
5888.46,6,0,5.4,auto,0
3061.79,0,1,15.79,auto,0
1284.29,3,1,17.03,auto,0
4759.2,5,2,12.17,home,0
1457.5,3,1,18.59,auto,0
4309.39,4,0,15.77,auto,0
2225.26,1,1,12.11,home,0
8673.65,7,0,18.17,auto,0
8593.37,2,1,12.21,auto,0
3244.22,4,0,10.66,auto,0
2160.22,4,1,7.45,home,0
2251.47,1,3,17.72,auto,0
8192.13,3,0,2.89,auto,0
1988.82,3,2,9.73,home,0
1172.66,6,1,10.98,auto,0
442.45,4,0,11.32,home,0
3143.29,3,1,13.21,auto,0
3290.18,3,1,10.36,health,0
9191.39,3,1,5.51,health,0
1250.25,3,0,17.21,life,0
2398.18,4,2,13.32,home,0
8261.88,3,0,17.23,home,0
8675.67,1,0,5.88,life,0
2427.5,4,1,12.92,auto,0
3072.83,5,0,14.43,home,0
1806.9,5,1,7.98,auto,0
13482.21,3,3,16.34,home,0
631.47,3,1,0.55,auto,0
13571.56,5,1,12.1,health,0
5757.95,3,0,12.46,life,0
3791.87,2,1,10.91,auto,0
166.02,3,0,12.79,health,0
3227.47,1,2,3.76,auto,0
2619.12,4,2,13.85,auto,0
879.03,5,0,7.05,home,0
5341.53,3,2,9.32,auto,0
17728.38,3,0,7.0,home,0
4129.84,1,1,9.74,auto,0
6272.0,2,3,12.62,home,0
354.53,2,1,16.85,home,0
2703.56,6,0,9.93,life,0
618.52,5,1,6.8,health,0
4744.02,4,0,10.01,auto,0
13942.14,6,1,13.93,auto,0
5420.26,4,1,7.26,life,0
399.56,1,0,8.58,health,0
2189.94,6,2,11.48,home,0
3999.91,2,0,6.23,home,0
2580.93,2,1,4.58,auto,0
8968.13,3,0,3.24,home,0
8428.11,5,0,7.38,health,0
4731.57,3,0,1.44,auto,0
2337.7,3,1,11.88,life,0
1474.11,1,0,3.93,auto,0
559.54,2,1,7.86,home,0
2191.73,3,1,5.75,auto,0
2665.12,1,1,12.79,home,0
5632.33,1,1,17.08,auto,0
5367.06,4,1,12.85,auto,0
363.43,2,1,11.08,life,0
2514.78,4,0,13.55,home,0
1003.11,4,0,1.08,home,0
852.83,1,2,2.9,home,0
8781.06,3,2,2.35,auto,0
214.1,3,0,2.41,auto,0
2716.6,1,1,5.58,auto,0
920.84,3,1,10.88,home,0
10573.49,2,2,2.74,health,0
4071.38,5,1,18.73,auto,0
1315.8,5,1,17.16,home,0
3490.07,6,1,19.45,auto,0
6574.27,3,4,1.33,auto,0
15864.5,2,3,17.1,home,1
1245.17,1,0,16.17,auto,0
10865.76,2,1,18.09,home,0
13613.59,1,1,10.79,auto,0
12409.79,3,0,15.86,life,0
5044.97,4,5,1.5,home,0
4968.84,4,0,1.98,auto,0
2580.96,1,4,2.81,auto,0
6979.66,1,2,18.34,auto,0
3788.9,5,1,1.69,auto,0
5657.3,3,2,2.45,home,0
2797.09,0,1,18.64,health,0
6574.46,8,2,2.59,auto,0
8699.77,2,0,17.46,home,0
791.68,5,0,15.89,auto,0
8946.7,3,3,1.29,home,0
3885.87,2,1,0.93,auto,0
9310.89,7,0,10.92,life,0
2822.03,0,1,19.94,health,0
2382.45,3,0,17.64,life,0
12329.09,4,1,6.55,auto,0
1446.21,4,0,8.03,home,0
9296.31,4,0,8.06,health,0
3308.44,8,1,14.82,health,0
3608.72,4,0,7.15,auto,0
1844.23,2,0,3.38,life,0
4255.35,1,1,15.07,life,0
1966.78,2,2,9.43,auto,0
200.31,0,0,2.0,home,0
1587.26,4,0,15.91,auto,0
32.0,3,2,11.91,health,0
19164.85,1,0,10.04,home,0
16869.94,3,1,13.63,auto,0
2513.92,6,2,10.35,auto,0
6516.59,4,1,13.14,auto,0
2121.76,1,2,17.42,auto,0
5559.9,1,2,12.46,auto,0
8184.82,3,1,13.36,home,0
14664.37,3,1,12.47,health,0
2555.9,7,1,10.86,home,0
7646.16,5,0,3.85,home,0
1545.74,7,3,7.05,auto,0
23194.83,3,2,14.02,auto,0
130.54,2,0,8.8,health,0
4625.76,4,0,8.42,auto,0
5386.79,2,0,15.31,auto,0
5824.49,6,0,0.61,auto,0
641.37,3,4,13.74,home,0
13946.01,1,0,10.04,health,0
999.48,2,2,7.85,home,0
4874.28,6,1,7.14,auto,0
1259.49,4,1,3.87,health,0
1835.19,3,0,7.02,auto,0
3953.34,4,1,8.13,home,0
2699.5,3,1,9.03,auto,0
873.11,4,2,13.61,life,0
937.29,2,0,9.34,health,0
2707.67,7,2,16.03,home,0
7079.3,3,0,12.97,home,0
11412.18,4,0,4.2,home,0
439.39,6,0,5.9,auto,0
2496.99,4,0,2.05,health,0
528.17,2,1,18.94,home,0
83.66,6,3,17.79,home,0
5419.39,2,1,2.15,auto,0
4612.17,3,0,11.69,auto,0
889.77,2,0,19.23,home,0
1331.64,4,2,15.07,home,0
119.97,6,1,10.09,auto,0
9007.45,2,2,5.2,auto,0
18382.9,2,0,5.94,home,0
727.79,6,1,14.86,auto,0
1316.41,2,0,15.72,home,0
10140.3,1,1,10.81,home,0
13049.89,6,1,2.86,auto,0
2720.42,4,2,18.71,health,0
259.74,4,1,16.97,auto,0
200.94,2,0,3.24,health,0
4265.99,1,0,1.61,health,0
2495.27,4,0,10.95,home,0
145.35,5,0,6.04,life,0
4376.37,5,1,6.02,health,0
56.83,2,0,2.2,life,0
7741.05,2,2,19.09,home,0
1829.54,3,0,16.69,home,0
205.45,7,0,2.72,home,0
4437.94,3,2,17.59,auto,0
2534.87,5,2,13.82,life,0
18210.06,4,1,6.85,home,0
3928.49,2,3,17.49,home,0
1609.57,0,3,12.16,life,0
6179.71,4,3,17.05,life,0
1583.78,0,3,9.65,auto,0
11729.72,1,0,10.26,health,0
2347.79,1,1,6.17,home,0
3991.08,6,1,8.06,home,0
259.48,2,2,11.57,life,0
2776.69,7,1,18.97,health,0
8929.79,4,3,12.2,home,0
8190.44,6,2,3.37,auto,0
1270.07,5,4,0.64,home,0
1281.43,1,1,17.09,home,0
8499.69,4,0,7.6,auto,0
13324.84,3,1,6.64,home,0
501.1,5,0,16.11,auto,0
2989.72,1,2,18.93,home,0
2058.33,3,1,15.09,health,0
10227.65,5,1,3.89,auto,0
436.1,3,2,8.13,health,0
1185.74,0,1,15.31,auto,0
6981.08,2,0,18.19,home,0
263.28,2,2,19.97,home,0
3391.64,3,0,10.48,health,0
2917.94,4,0,16.54,health,0
2035.34,4,1,1.41,home,0
2509.1,3,0,6.07,auto,0
3774.48,0,1,7.74,home,0
879.91,2,1,19.52,home,0
4243.11,2,1,0.57,auto,0
8184.88,9,2,6.51,auto,0
7138.94,3,1,18.64,auto,0
835.59,5,0,6.48,auto,0
808.18,3,2,4.89,home,0
1561.07,4,2,14.74,home,0
2239.84,2,1,15.03,home,0
2625.09,0,1,9.71,auto,0
5692.44,1,1,18.96,life,0
291.75,0,1,4.45,home,0
176.44,2,0,18.31,home,0
2487.17,5,2,15.23,auto,0
5972.81,3,0,7.68,home,0
1074.86,3,1,16.23,home,0
5129.2,2,2,3.1,home,0
1504.36,1,2,3.05,health,0
10861.56,3,0,18.63,health,0
11301.94,2,1,2.35,health,0
1764.04,2,1,0.58,auto,0
1306.78,3,3,8.09,auto,0
2649.23,1,1,2.53,auto,0
1375.68,0,1,17.33,home,0
5579.56,3,1,18.49,home,0
8745.36,3,0,9.91,health,0
5590.38,5,2,8.8,auto,0
8696.32,2,0,11.01,auto,0
2529.13,3,0,4.91,auto,0
849.89,3,0,6.31,auto,0
6696.12,2,1,2.47,auto,0
2235.14,6,1,9.21,auto,0
5562.61,5,2,12.43,auto,0
1577.97,3,2,18.64,health,0
423.6,1,1,14.91,auto,0
24519.09,3,0,14.6,auto,1
849.21,4,1,6.51,auto,0
22292.81,2,0,17.82,life,0
18922.53,2,1,18.97,home,0
7894.98,3,0,18.68,life,0
5385.57,2,0,1.26,home,0
4311.46,1,3,12.28,life,0
10053.37,1,0,13.04,auto,0
1708.51,3,0,6.25,auto,0
3152.56,3,1,19.85,home,0
4829.9,3,1,6.18,life,0
2648.26,0,2,4.72,health,0
2788.59,4,0,9.94,home,0
2004.51,3,0,6.8,auto,0
4153.22,5,0,18.52,auto,0
9504.79,8,1,9.08,auto,0
1125.28,3,1,8.5,auto,0
13623.42,2,0,12.7,auto,0
